INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP
FUTSTK,BAJFINANCE,29-Mar-2023,0,XX,6479.4,6519.45,6357,6401.5,6401.5,1171,9373.05,260625,31000,13-Feb-2023
FUTSTK,BAJFINANCE,27-Apr-2023,0,XX,6528.95,6528.95,6401,6440.6,6440.6,60,483.23,19375,1000,13-Feb-2023
FUTSTK,BALKRISIND,23-Feb-2023,0,XX,2110.05,2163.25,2034.45,2050.65,2050.65,10163,63581.77,1814700,69000,13-Feb-2023
FUTSTK,BALKRISIND,29-Mar-2023,0,XX,2134.65,2158.85,2041,2053.9,2053.9,926,5797.36,114600,55200,13-Feb-2023
FUTSTK,BALKRISIND,27-Apr-2023,0,XX,2137,2137,2065,2065,2065,7,43.81,1800,1500,13-Feb-2023
FUTSTK,BALRAMCHIN,23-Feb-2023,0,XX,359.95,371.3,355.05,359.7,359.7,3207,18631.31,7134400,36800,13-Feb-2023
FUTSTK,BALRAMCHIN,29-Mar-2023,0,XX,362,373.6,357.7,362.1,362.1,366,2136.68,1313600,129600,13-Feb-2023
FUTSTK,BALRAMCHIN,27-Apr-2023,0,XX,363.4,363.4,362.7,362.7,366.65,6,34.83,48000,8000,13-Feb-2023
FUTSTK,BANDHANBNK,23-Feb-2023,0,XX,244.35,245.1,237.05,237.9,237.9,2719,11727.15,39711600,482400,13-Feb-2023
FUTSTK,BANDHANBNK,29-Mar-2023,0,XX,245.75,246,238.6,239.3,239.3,319,1380.53,1004400,163800,13-Feb-2023
FUTSTK,BANDHANBNK,27-Apr-2023,0,XX,245.55,245.55,240,240.85,240.85,30,130.37,97200,5400,13-Feb-2023
FUTSTK,BANKBARODA,23-Feb-2023,0,XX,169.9,171,164.4,165.65,165.65,7078,68929.63,105756300,17550,13-Feb-2023
FUTSTK,BANKBARODA,29-Mar-2023,0,XX,170.75,171.5,165.1,166.4,166.4,775,7567.75,7768800,532350,13-Feb-2023
FUTSTK,BANKBARODA,27-Apr-2023,0,XX,169.35,169.4,166.25,167.25,167.25,57,559,912600,-58500,13-Feb-2023
FUTSTK,BATAINDIA,23-Feb-2023,0,XX,1525.1,1527.2,1490.3,1495.3,1495.3,2700,11160.29,2395250,103675,13-Feb-2023
FUTSTK,BATAINDIA,29-Mar-2023,0,XX,1530,1533.35,1501.25,1504.1,1504.1,173,719,99550,18150,13-Feb-2023
FUTSTK,BATAINDIA,27-Apr-2023,0,XX,1520,1526,1515.6,1515.7,1515.7,14,58.5,3300,2200,13-Feb-2023
FUTSTK,BEL,23-Feb-2023,0,XX,96.4,97.35,94.75,95.1,95.1,2701,14797.63,94791000,-2188800,13-Feb-2023
FUTSTK,BEL,29-Mar-2023,0,XX,96.55,97.6,95.05,95.35,95.35,313,1717.97,5665800,433200,13-Feb-2023
FUTSTK,BEL,27-Apr-2023,0,XX,97.8,97.8,95.4,95.9,95.9,12,66.16,370500,17100,13-Feb-2023
FUTSTK,BERGEPAINT,23-Feb-2023,0,XX,572.8,573.5,559.9,560.6,560.6,1021,6338.29,6991600,-2200,13-Feb-2023
FUTSTK,BERGEPAINT,29-Mar-2023,0,XX,572.4,573.65,561.6,562.15,562.15,432,2687.95,740300,334400,13-Feb-2023
FUTSTK,BERGEPAINT,27-Apr-2023,0,XX,564.05,566.45,564,566.45,566.75,3,18.63,23100,2200,13-Feb-2023
FUTSTK,BHARATFORG,23-Feb-2023,0,XX,887.75,912.85,887.75,893.5,893.5,5751,51724.16,7328000,164000,13-Feb-2023
FUTSTK,BHARATFORG,29-Mar-2023,0,XX,902.55,916,894.2,896.7,896.7,288,2603.31,175000,70000,13-Feb-2023
FUTSTK,BHARATFORG,27-Apr-2023,0,XX,910,911.95,899.5,899.5,902.9,6,54.36,9000,-1000,13-Feb-2023
FUTSTK,BHARTIARTL,23-Feb-2023,0,XX,772.5,780.35,770.3,771.4,771.4,4351,32059.47,45387200,-949050,13-Feb-2023
FUTSTK,BHARTIARTL,29-Mar-2023,0,XX,776.35,784.95,775,776.15,776.15,530,3925.09,1424050,8550,13-Feb-2023
FUTSTK,BHARTIARTL,27-Apr-2023,0,XX,785.3,789,780.25,780.6,780.6,31,230.88,76000,4750,13-Feb-2023
FUTSTK,BHEL,23-Feb-2023,0,XX,75.6,76.65,70.65,71.6,71.6,7680,58946.62,92704500,7066500,13-Feb-2023
FUTSTK,BHEL,29-Mar-2023,0,XX,76.1,77.05,71.15,72.1,72.1,1280,9779.92,9397500,6216000,13-Feb-2023
FUTSTK,BHEL,27-Apr-2023,0,XX,76.5,77,71.65,72.55,72.55,147,1127.7,1039500,661500,13-Feb-2023
FUTSTK,BIOCON,23-Feb-2023,0,XX,243.4,245.45,237.9,238.6,238.6,2213,12254.75,28020900,828000,13-Feb-2023
FUTSTK,BIOCON,29-Mar-2023,0,XX,244.3,246.5,239.15,239.9,239.9,371,2063.89,2684100,246100,13-Feb-2023
FUTSTK,BIOCON,27-Apr-2023,0,XX,243,243.55,240.9,240.9,240.9,9,50.17,140300,6900,13-Feb-2023
FUTSTK,BOSCHLTD,23-Feb-2023,0,XX,17559.5,17631.45,17120,17286.05,17286.05,1167,10095.17,128250,-4450,13-Feb-2023
FUTSTK,BOSCHLTD,29-Mar-2023,0,XX,17524.1,17614.55,17149,17300.85,17300.85,52,451.65,3200,550,13-Feb-2023
FUTSTK,BOSCHLTD,27-Apr-2023,0,XX,17523.85,17523.85,17523.85,17523.85,17659.25,1,8.76,250,50,13-Feb-2023
FUTSTK,BPCL,23-Feb-2023,0,XX,332.3,338.05,332.25,335.05,335.05,1358,8196.99,14277600,-307800,13-Feb-2023
FUTSTK,BPCL,29-Mar-2023,0,XX,334.05,339.5,334.05,336.75,336.75,63,381.73,648000,23400,13-Feb-2023
FUTSTK,BPCL,27-Apr-2023,0,XX,0,0,0,337.95,339.75,0,0,30600,0,13-Feb-2023
FUTSTK,BRITANNIA,23-Feb-2023,0,XX,4619.7,4638,4593.1,4602.5,4602.5,1269,11701.76,1507800,-6600,13-Feb-2023
FUTSTK,BRITANNIA,29-Mar-2023,0,XX,4657.15,4660,4620,4627.25,4627.25,96,890,82600,-600,13-Feb-2023
FUTSTK,BRITANNIA,27-Apr-2023,0,XX,4629.95,4649.85,4605,4625.3,4625.3,17,157.28,20800,1200,13-Feb-2023
FUTSTK,BSOFT,23-Feb-2023,0,XX,291.2,291.65,283.3,287.85,287.85,2867,16458.4,8644000,12000,13-Feb-2023
FUTSTK,BSOFT,29-Mar-2023,0,XX,292.3,292.3,285.8,289.85,289.85,150,865.33,462000,-18000,13-Feb-2023
FUTSTK,BSOFT,27-Apr-2023,0,XX,292,292.15,288,291,291,16,93.04,56000,0,13-Feb-2023
FUTSTK,CANBK,23-Feb-2023,0,XX,294.1,296.45,284.8,285.35,285.35,6422,49913.43,41841900,1844100,13-Feb-2023
FUTSTK,CANBK,29-Mar-2023,0,XX,295.2,298,286.65,287.15,287.15,678,5306.53,1711800,302400,13-Feb-2023
FUTSTK,CANBK,27-Apr-2023,0,XX,295.55,295.55,288.1,289.75,288.85,20,157.14,386100,10800,13-Feb-2023
FUTSTK,CANFINHOME,23-Feb-2023,0,XX,596.05,599.55,580.4,590.9,590.9,993,5701.03,3243825,-135525,13-Feb-2023
FUTSTK,CANFINHOME,29-Mar-2023,0,XX,602.9,602.9,585,593.45,593.45,56,322.96,78000,3900,13-Feb-2023
FUTSTK,CANFINHOME,27-Apr-2023,0,XX,595.75,598.4,595.75,598.4,598.4,3,17.47,7800,2925,13-Feb-2023
FUTSTK,CHAMBLFERT,23-Feb-2023,0,XX,296.1,299.7,295.3,297.55,297.55,817,3638.56,5521500,-333000,13-Feb-2023
FUTSTK,CHAMBLFERT,29-Mar-2023,0,XX,299,301.25,297.6,299.5,299.5,58,260.12,294000,10500,13-Feb-2023
FUTSTK,CHAMBLFERT,27-Apr-2023,0,XX,299,302.5,299,301.4,301.4,9,40.59,42000,6000,13-Feb-2023
FUTSTK,CHOLAFIN,23-Feb-2023,0,XX,779.45,783.65,771.45,773.6,773.6,1185,11507.78,11441250,40000,13-Feb-2023
FUTSTK,CHOLAFIN,29-Mar-2023,0,XX,790.2,790.2,775.85,777.1,777.1,55,536.33,162500,-10000,13-Feb-2023
FUTSTK,CHOLAFIN,27-Apr-2023,0,XX,787,787.6,779.2,784.05,782.35,5,49.06,7500,-1250,13-Feb-2023
FUTSTK,CIPLA,23-Feb-2023,0,XX,1036.8,1040.9,1023,1025.65,1025.65,2030,13583.44,8959600,152750,13-Feb-2023
FUTSTK,CIPLA,29-Mar-2023,0,XX,1041.85,1042.9,1029.45,1031.25,1031.25,79,530.47,102700,-4550,13-Feb-2023
FUTSTK,CIPLA,27-Apr-2023,0,XX,1046.5,1046.5,1037.8,1037.8,1037.8,2,13.54,7150,650,13-Feb-2023
FUTSTK,COALINDIA,23-Feb-2023,0,XX,211.05,214.1,210,213.35,213.35,2046,18260.54,40719000,-302400,13-Feb-2023
FUTSTK,COALINDIA,29-Mar-2023,0,XX,212.15,215,211.3,214.3,214.3,420,3769.27,2650200,130200,13-Feb-2023
FUTSTK,COALINDIA,27-Apr-2023,0,XX,214,215.75,213.9,215.65,215.65,12,108.28,348600,8400,13-Feb-2023
FUTSTK,COFORGE,23-Feb-2023,0,XX,4105,4139.1,3983.1,4034.9,4034.9,16961,103497.58,1291350,285150,13-Feb-2023
FUTSTK,COFORGE,29-Mar-2023,0,XX,4168.05,4168.05,3988,4032.7,4032.7,1397,8510.04,131550,92550,13-Feb-2023
FUTSTK,COFORGE,27-Apr-2023,0,XX,4100,4102,3990,4030.4,4030.4,70,426.12,10650,8100,13-Feb-2023
FUTSTK,COLPAL,23-Feb-2023,0,XX,1470.9,1472.3,1455,1457.5,1457.5,419,2139.57,2274300,9800,13-Feb-2023
FUTSTK,COLPAL,29-Mar-2023,0,XX,1477.1,1477.1,1465,1466.6,1466.6,30,154.2,59850,3500,13-Feb-2023
FUTSTK,COLPAL,27-Apr-2023,0,XX,1472.4,1472.55,1472.4,1472.55,1474.9,4,20.61,4550,0,13-Feb-2023
FUTSTK,CONCOR,23-Feb-2023,0,XX,611.95,625.8,610.1,616.2,616.2,2508,15461.83,9350000,-93000,13-Feb-2023
FUTSTK,CONCOR,29-Mar-2023,0,XX,615.75,629.45,614.25,620.2,620.2,184,1142.09,351000,-7000,13-Feb-2023
FUTSTK,CONCOR,27-Apr-2023,0,XX,627.55,627.55,619,624.35,624.7,7,43.52,23000,-1000,13-Feb-2023
FUTSTK,COROMANDEL,23-Feb-2023,0,XX,919.5,925,898.25,900.25,900.25,668,4246.99,2154600,-22400,13-Feb-2023
FUTSTK,COROMANDEL,29-Mar-2023,0,XX,918,918,905,905.4,905.4,33,210.08,69300,-3500,13-Feb-2023
FUTSTK,COROMANDEL,27-Apr-2023,0,XX,919.45,919.45,912.4,912.4,915.85,2,12.82,2100,700,13-Feb-2023
FUTSTK,CROMPTON,23-Feb-2023,0,XX,317.8,318.6,307.9,308.75,308.75,1235,5802.51,3997500,325500,13-Feb-2023
FUTSTK,CROMPTON,29-Mar-2023,0,XX,319.35,319.35,309.7,310.25,310.25,128,602.08,195000,42000,13-Feb-2023
FUTSTK,CROMPTON,27-Apr-2023,0,XX,317,317,311,311,311,17,79.66,33000,13500,13-Feb-2023
FUTSTK,CUB,23-Feb-2023,0,XX,158,158,133.35,134.85,134.85,6455,45317.93,14075000,3240000,13-Feb-2023
FUTSTK,CUB,29-Mar-2023,0,XX,154.5,155.2,133.9,135.25,135.25,883,6230.37,2140000,1490000,13-Feb-2023
FUTSTK,CUB,27-Apr-2023,0,XX,151,151,134.35,135.85,135.85,122,863.54,460000,365000,13-Feb-2023
FUTSTK,CUMMINSIND,23-Feb-2023,0,XX,1590,1605,1575.3,1587.65,1587.65,2376,22692.51,2343000,-109800,13-Feb-2023
FUTSTK,CUMMINSIND,29-Mar-2023,0,XX,1586.35,1605,1577.95,1589.3,1589.3,244,2332.94,87600,14400,13-Feb-2023
FUTSTK,CUMMINSIND,27-Apr-2023,0,XX,1593.15,1599,1580.4,1589.6,1589.6,25,238.76,16200,2400,13-Feb-2023
FUTSTK,DABUR,23-Feb-2023,0,XX,535.5,537.25,531.7,535.15,535.15,1207,8065.98,10641250,-3750,13-Feb-2023
FUTSTK,DABUR,29-Mar-2023,0,XX,536,540.15,535.7,538.6,538.6,44,295.8,236250,-1250,13-Feb-2023
FUTSTK,DABUR,27-Apr-2023,0,XX,541.35,541.35,541.35,541.35,542.25,1,6.76,18750,1250,13-Feb-2023
FUTSTK,DALBHARAT,23-Feb-2023,0,XX,1954.3,1965,1918,1934.6,1934.6,899,8710.3,1630500,-19000,13-Feb-2023
FUTSTK,DALBHARAT,29-Mar-2023,0,XX,1956,1957.1,1925,1936.55,1936.55,115,1113.8,37000,-4500,13-Feb-2023
FUTSTK,DALBHARAT,27-Apr-2023,0,XX,0,0,0,1934,1956.95,0,0,2000,0,13-Feb-2023
FUTSTK,DEEPAKNTR,23-Feb-2023,0,XX,1799.95,1808.3,1751,1763.1,1763.1,2183,9667.94,1433250,-18750,13-Feb-2023
FUTSTK,DEEPAKNTR,29-Mar-2023,0,XX,1807.4,1807.4,1752.05,1765.75,1765.75,328,1452.31,205500,31250,13-Feb-2023
FUTSTK,DEEPAKNTR,27-Apr-2023,0,XX,1800,1800,1762.45,1777.65,1788,19,84.47,19250,2500,13-Feb-2023
FUTSTK,DELTACORP,23-Feb-2023,0,XX,204.3,206.8,202.05,205.35,205.35,1793,10252.9,17864000,546000,13-Feb-2023
FUTSTK,DELTACORP,29-Mar-2023,0,XX,205.2,208.05,203.2,206.45,206.45,173,994.36,817600,14000,13-Feb-2023
FUTSTK,DELTACORP,27-Apr-2023,0,XX,205.5,208.5,205.5,208.2,208.2,8,46.55,70000,11200,13-Feb-2023
FUTSTK,DIVISLAB,23-Feb-2023,0,XX,2823,2828.5,2765,2783.05,2783.05,4172,17455.2,3571050,47100,13-Feb-2023
FUTSTK,DIVISLAB,29-Mar-2023,0,XX,2836,2839.35,2777.75,2795.05,2795.05,616,2587.94,270600,20100,13-Feb-2023
FUTSTK,DIVISLAB,27-Apr-2023,0,XX,2835,2853,2798,2806.95,2806.95,58,244.7,32250,5250,13-Feb-2023
FUTSTK,DIXON,23-Feb-2023,0,XX,2717.1,2735,2625.25,2667.6,2667.6,2856,9516.25,1018375,14750,13-Feb-2023
FUTSTK,DIXON,29-Mar-2023,0,XX,2726.95,2726.95,2631.85,2673.25,2673.25,314,1048.46,81625,13750,13-Feb-2023
FUTSTK,DIXON,27-Apr-2023,0,XX,2730,2730,2642.3,2683.9,2683.9,35,117.33,15875,2875,13-Feb-2023
FUTSTK,DLF,23-Feb-2023,0,XX,362.6,366.3,355,358.2,358.2,4469,26585.29,44607750,-117150,13-Feb-2023
FUTSTK,DLF,29-Mar-2023,0,XX,364.75,368,357.55,360.55,360.55,354,2120.69,762300,254100,13-Feb-2023
FUTSTK,DLF,27-Apr-2023,0,XX,370,370,360,361.45,363.1,7,41.95,36300,3300,13-Feb-2023
FUTSTK,DRREDDY,23-Feb-2023,0,XX,4510.05,4559.2,4506.35,4529.6,4529.6,2671,15135.73,2140750,-8000,13-Feb-2023
FUTSTK,DRREDDY,29-Mar-2023,0,XX,4550,4584.15,4543,4555.6,4555.6,257,1465.32,48125,7000,13-Feb-2023
FUTSTK,DRREDDY,27-Apr-2023,0,XX,4599.3,4601,4565.2,4572.75,4589.95,8,45.8,4375,0,13-Feb-2023
FUTSTK,EICHERMOT,23-Feb-2023,0,XX,3237.55,3277.35,3224.35,3259.15,3259.15,3131,17823.39,3135125,18375,13-Feb-2023
FUTSTK,EICHERMOT,29-Mar-2023,0,XX,3253.2,3292,3242,3274.45,3274.45,237,1355.28,185500,3850,13-Feb-2023
FUTSTK,EICHERMOT,27-Apr-2023,0,XX,3289,3290,3264.55,3290,3290,4,22.97,6300,-350,13-Feb-2023
FUTSTK,ESCORTS,23-Feb-2023,0,XX,2060.5,2098.6,2049,2069.05,2069.05,2919,16649.83,898425,6875,13-Feb-2023
