INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP
FUTSTK,AMBUJACEM,26-Sep-2019,0,XX,205.20,208.25,203.50,205.85,205.85,2620,13474.84,15385000,4152500,28-Aug-2019
FUTSTK,AMBUJACEM,31-Oct-2019,0,XX,0,0,0,209,207.25,0,0,22500,0,28-Aug-2019
FUTSTK,APOLLOHOSP,29-Aug-2019,0,XX,1473.85,1519,1473.85,1512.65,1512.65,4232,31839.71,406500,-291000,28-Aug-2019
FUTSTK,APOLLOHOSP,26-Sep-2019,0,XX,1470.05,1514.75,1470.05,1507.05,1507.05,3168,23768.66,1125500,211500,28-Aug-2019
FUTSTK,APOLLOHOSP,31-Oct-2019,0,XX,1478,1508.10,1478,1508.10,1538.10,11,82.28,8000,3000,28-Aug-2019
FUTSTK,APOLLOTYRE,29-Aug-2019,0,XX,171.05,171.35,166.20,167.65,167.65,2404,12151.24,1380000,-2172000,28-Aug-2019
FUTSTK,APOLLOTYRE,26-Sep-2019,0,XX,169,169.10,162.95,163.65,163.65,2477,12283.73,7494000,2103000,28-Aug-2019
FUTSTK,APOLLOTYRE,31-Oct-2019,0,XX,165.90,166.15,162.60,162.85,162.85,17,83.62,132000,30000,28-Aug-2019
FUTSTK,ARVIND,29-Aug-2019,0,XX,48.25,49.20,45.70,46.50,46.50,1251,3556.27,2106000,-1770000,28-Aug-2019
FUTSTK,ARVIND,26-Sep-2019,0,XX,48.75,49.30,46,46.65,46.65,852,2430.07,4734000,1104000,28-Aug-2019
FUTSTK,ASHOKLEY,29-Aug-2019,0,XX,67.20,67.40,65.45,66.40,66.40,8828,35118.17,183,-216,28-Aug-2019
FUTSTK,ASHOKLEY,26-Sep-2019,0,XX,67.50,67.70,65.70,66.70,66.70,8322,33231.34,68742000,17904000,28-Aug-2019
FUTSTK,ASHOKLEY,31-Oct-2019,0,XX,66.70,67.75,66.10,67,67,102,409.07,1116000,156000,28-Aug-2019
FUTSTK,ASIANPAINT,29-Aug-2019,0,XX,1598.80,1606.60,1591.65,1603.70,1603.70,4127,39596.45,1752600,-1286400,28-Aug-2019
FUTSTK,ASIANPAINT,26-Sep-2019,0,XX,1602.55,1613.80,1599,1610.10,1610.10,3600,34682.43,6760200,1318200,28-Aug-2019
FUTSTK,ASIANPAINT,31-Oct-2019,0,XX,1607.10,1615.60,1606.25,1613.15,1613.15,15,144.93,36600,3000,28-Aug-2019
FUTSTK,AUROPHARMA,29-Aug-2019,0,XX,590.85,600.80,584.60,590.15,590.15,7160,42482.36,2828000,-3992000,28-Aug-2019
FUTSTK,AUROPHARMA,26-Sep-2019,0,XX,592.95,603.30,586.80,592.20,592.20,7173,42711.25,13966000,3931000,28-Aug-2019
FUTSTK,AUROPHARMA,31-Oct-2019,0,XX,602.80,605.10,593.20,594.70,594.70,29,173.95,42000,12000,28-Aug-2019
FUTSTK,AXISBANK,29-Aug-2019,0,XX,685.60,688.85,672.65,678.50,678.50,16679,136228.04,15343200,-8766000,28-Aug-2019
FUTSTK,AXISBANK,26-Sep-2019,0,XX,685.70,691.45,675.20,681.15,681.15,12521,102582.06,37089600,9178800,28-Aug-2019
FUTSTK,AXISBANK,31-Oct-2019,0,XX,693.60,693.60,679,684.15,684.15,29,238.53,69600,9600,28-Aug-2019
FUTSTK,BAJAJ-AUTO,29-Aug-2019,0,XX,2759.90,2813.70,2753.20,2767.30,2767.30,4319,30108.32,689250,-306750,28-Aug-2019
FUTSTK,BAJAJ-AUTO,26-Sep-2019,0,XX,2762,2818.85,2762,2772.05,2772.05,2912,20320.09,1693250,249000,28-Aug-2019
FUTSTK,BAJAJ-AUTO,31-Oct-2019,0,XX,2793.35,2827,2772.85,2781.85,2781.85,33,230.76,32250,6500,28-Aug-2019
FUTSTK,BAJAJFINSV,29-Aug-2019,0,XX,7100.20,7141.80,6980.45,7043.25,7043.25,4915,43220.64,255625,-150750,28-Aug-2019
FUTSTK,BAJAJFINSV,26-Sep-2019,0,XX,7135,7168.50,7015,7069.75,7069.75,2664,23511.76,860500,157250,28-Aug-2019
FUTSTK,BAJAJFINSV,31-Oct-2019,0,XX,7120.05,7120.10,7079.40,7079.40,7079.40,5,44.37,1875,625,28-Aug-2019
FUTSTK,BAJFINANCE,29-Aug-2019,0,XX,3343.50,3363.10,3296.60,3328.85,3328.85,17492,145334.66,1228250,-1951000,28-Aug-2019
FUTSTK,BAJFINANCE,26-Sep-2019,0,XX,3359.95,3376.15,3308.40,3342.05,3342.05,11754,98028.72,5795250,1779000,28-Aug-2019
FUTSTK,BAJFINANCE,31-Oct-2019,0,XX,3356.75,3383.40,3322.90,3356.70,3356.70,67,561.67,24000,6000,28-Aug-2019
FUTSTK,BALKRISIND,29-Aug-2019,0,XX,746.20,754,739.90,745.80,745.80,1683,10039.79,640000,-824800,28-Aug-2019
FUTSTK,BALKRISIND,26-Sep-2019,0,XX,752.15,755,740.65,743.55,743.55,1594,9497.05,1413600,359200,28-Aug-2019
FUTSTK,BALKRISIND,31-Oct-2019,0,XX,743,745.75,742,743.05,743.05,22,130.96,30400,11200,28-Aug-2019
FUTSTK,BANKBARODA,29-Aug-2019,0,XX,97,97.75,93.80,94.65,94.65,8716,37471.08,22644000,-12442500,28-Aug-2019
FUTSTK,BANKBARODA,26-Sep-2019,0,XX,97,98,94.15,94.95,94.95,7907,34072.33,48249000,14823000,28-Aug-2019
FUTSTK,BANKBARODA,31-Oct-2019,0,XX,97.10,98.05,95,95.30,95.30,68,294.16,1035000,180000,28-Aug-2019
FUTSTK,BANKINDIA,29-Aug-2019,0,XX,69.10,70.80,66.50,67.80,67.80,4345,17874.26,6918000,-5904000,28-Aug-2019
FUTSTK,BANKINDIA,26-Sep-2019,0,XX,69.20,70.80,66.45,67.65,67.65,3078,12645.90,19734000,5148000,28-Aug-2019
FUTSTK,BANKINDIA,31-Oct-2019,0,XX,69,70.45,66.80,67.85,67.85,40,165.03,558000,72000,28-Aug-2019
FUTSTK,BATAINDIA,29-Aug-2019,0,XX,1507,1516.80,1498.45,1509.45,1509.45,3326,27583.87,651750,-800250,28-Aug-2019
FUTSTK,BATAINDIA,26-Sep-2019,0,XX,1511,1518.55,1501.05,1511.65,1511.65,2865,23790.50,2477200,476850,28-Aug-2019
FUTSTK,BATAINDIA,31-Oct-2019,0,XX,1509,1509,1503.80,1504.20,1524.20,4,33.14,4950,0,28-Aug-2019
FUTSTK,BEL,29-Aug-2019,0,XX,103.25,104.40,102.65,103.55,103.55,2604,16208.96,8970000,-69,28-Aug-2019
FUTSTK,BEL,26-Sep-2019,0,XX,103.70,104.75,103.05,103.85,103.85,1993,12444.06,18870000,2736000,28-Aug-2019
FUTSTK,BEL,31-Oct-2019,0,XX,104.55,104.55,103.90,103.90,103.90,8,50.03,186000,24000,28-Aug-2019
FUTSTK,BERGEPAINT,29-Aug-2019,0,XX,368.90,368.90,362.25,366.40,366.40,829,6659.16,1262800,-473000,28-Aug-2019
FUTSTK,BERGEPAINT,26-Sep-2019,0,XX,369.05,369.05,364.20,368,368,678,5470.21,3238400,250800,28-Aug-2019
FUTSTK,BERGEPAINT,31-Oct-2019,0,XX,368.40,368.45,368.40,368.45,368.45,2,16.21,11000,2200,28-Aug-2019
FUTSTK,BHARATFORG,29-Aug-2019,0,XX,395.45,401.50,388.10,389.55,389.55,2883,13663.09,1723200,-2083200,28-Aug-2019
FUTSTK,BHARATFORG,26-Sep-2019,0,XX,396.05,402,388.90,390,390,2973,14097.29,5922000,1778400,28-Aug-2019
FUTSTK,BHARATFORG,31-Oct-2019,0,XX,402,402.75,391.50,391.80,391.80,14,66.53,26400,8400,28-Aug-2019
FUTSTK,BHARTIARTL,29-Aug-2019,0,XX,347.95,347.95,340.50,345.65,345.65,8529,54394.17,9654816,-7716819,28-Aug-2019
FUTSTK,BHARTIARTL,26-Sep-2019,0,XX,349,349.80,341.90,347.05,347.05,7336,46950.09,26600721,8366520,28-Aug-2019
FUTSTK,BHARTIARTL,31-Oct-2019,0,XX,349,349.20,343.50,348.60,348.60,49,315.22,129570,35169,28-Aug-2019
FUTSTK,BHEL,29-Aug-2019,0,XX,52.70,53.50,50.60,51.30,51.30,2378,9232.69,81,-7717500,28-Aug-2019
FUTSTK,BHEL,26-Sep-2019,0,XX,51.80,52.45,49.65,50.35,50.35,2886,10995.14,39187500,7942500,28-Aug-2019
FUTSTK,BHEL,31-Oct-2019,0,XX,51.80,52.50,50.15,50.60,50.60,54,207.12,930000,120000,28-Aug-2019
FUTSTK,BIOCON,29-Aug-2019,0,XX,225.70,228.65,217.95,220.35,220.35,4500,18137.51,1857600,-3222000,28-Aug-2019
FUTSTK,BIOCON,26-Sep-2019,0,XX,227,229.45,219.10,221,221,4799,19373.56,12090600,2959200,28-Aug-2019
FUTSTK,BIOCON,31-Oct-2019,0,XX,228,229.15,220.50,222,222,62,250.59,163800,48600,28-Aug-2019
FUTSTK,BOSCHLTD,29-Aug-2019,0,XX,14300.10,14515.30,13933.80,14146.90,14146.90,1922,8234.22,31320,-46110,28-Aug-2019
FUTSTK,BOSCHLTD,26-Sep-2019,0,XX,14344.30,14505.55,14038.75,14202.40,14202.40,1995,8585.52,133020,47640,28-Aug-2019
FUTSTK,BOSCHLTD,31-Oct-2019,0,XX,14501.90,14501.90,14425,14425,14353.85,3,13,240,90,28-Aug-2019
FUTSTK,BPCL,29-Aug-2019,0,XX,340.15,351.80,337.05,350.65,350.65,4543,28063.94,4438800,-3466800,28-Aug-2019
FUTSTK,BPCL,26-Sep-2019,0,XX,341.50,353.05,338.45,352,352,3082,19146.78,7241400,2896200,28-Aug-2019
FUTSTK,BPCL,31-Oct-2019,0,XX,343.35,352.95,340,351.85,351.85,51,318.85,75600,43200,28-Aug-2019
FUTSTK,BRITANNIA,29-Aug-2019,0,XX,2686,2735.50,2660.90,2706.40,2706.40,6921,37475.11,340600,-476800,28-Aug-2019
FUTSTK,BRITANNIA,26-Sep-2019,0,XX,2699,2737.45,2662.40,2702.10,2702.10,5032,27259.46,1948800,451200,28-Aug-2019
FUTSTK,BRITANNIA,31-Oct-2019,0,XX,2680,2745.95,2680,2709.25,2709.25,63,342.56,21000,11200,28-Aug-2019
FUTSTK,BSOFT,29-Aug-2019,0,XX,64.05,68.30,63.40,67,67,470,1563.17,816000,-770100,28-Aug-2019
FUTSTK,BSOFT,26-Sep-2019,0,XX,64.90,68.65,63.65,67.30,67.30,385,1294.22,2550000,810900,28-Aug-2019
FUTSTK,CADILAHC,29-Aug-2019,0,XX,219,223.65,216.25,222.50,222.50,3445,12069.85,1763200,-3598400,28-Aug-2019
FUTSTK,CADILAHC,26-Sep-2019,0,XX,219.90,224.90,217.40,223.30,223.30,2630,9251.64,9262400,2441600,28-Aug-2019
FUTSTK,CADILAHC,31-Oct-2019,0,XX,220.50,223,218.85,223,225.70,10,35.32,49600,8000,28-Aug-2019
FUTSTK,CANBK,29-Aug-2019,0,XX,228.80,231.75,225.50,227.25,227.25,5274,24141,2810000,-1986000,28-Aug-2019
FUTSTK,CANBK,26-Sep-2019,0,XX,228.25,231.60,223.25,225.20,225.20,4892,22306.08,7684000,2704000,28-Aug-2019
FUTSTK,CANBK,31-Oct-2019,0,XX,228.40,231.25,224,225.40,225.40,51,233.04,154000,58000,28-Aug-2019
FUTSTK,CASTROLIND,29-Aug-2019,0,XX,127.15,127.75,122,123.75,123.75,1093,4636.04,2414000,-1703400,28-Aug-2019
FUTSTK,CASTROLIND,26-Sep-2019,0,XX,127.50,128.35,122.70,124.35,124.35,976,4159.52,4403000,17,28-Aug-2019
FUTSTK,CASTROLIND,31-Oct-2019,0,XX,127.75,127.75,123.55,125.10,125.10,9,38.23,81600,23800,28-Aug-2019
FUTSTK,CENTURYTEX,29-Aug-2019,0,XX,854.10,861.15,838.15,846.35,846.35,3146,15999.27,682800,-584400,28-Aug-2019
FUTSTK,CENTURYTEX,26-Sep-2019,0,XX,856.20,863,841.20,848.70,848.70,1893,9644.60,2583600,561000,28-Aug-2019
FUTSTK,CENTURYTEX,31-Oct-2019,0,XX,845.80,849.90,845.80,849.90,856.50,4,20.35,3000,1200,28-Aug-2019
FUTSTK,CESC,29-Aug-2019,0,XX,778.95,781.55,761.90,764.70,764.70,748,4625.36,188800,-140800,28-Aug-2019
FUTSTK,CESC,26-Sep-2019,0,XX,781.60,784.95,767.10,768.85,768.85,391,2430.21,684800,114400,28-Aug-2019
FUTSTK,CESC,31-Oct-2019,0,XX,0,0,0,769.15,773.90,0,0,1600,0,28-Aug-2019
FUTSTK,CHOLAFIN,29-Aug-2019,0,XX,272,273.30,263,265.80,265.80,849,5680.30,895000,-607500,28-Aug-2019
FUTSTK,CHOLAFIN,26-Sep-2019,0,XX,270.50,272,261.80,264.90,264.90,747,4976.82,2522500,305000,28-Aug-2019
FUTSTK,CHOLAFIN,31-Oct-2019,0,XX,0,0,0,253.55,269.40,0,0,0,0,28-Aug-2019
FUTSTK,CIPLA,29-Aug-2019,0,XX,466.80,475.80,460.25,465.20,465.20,4717,22070.25,3357000,-2891000,28-Aug-2019
FUTSTK,CIPLA,26-Sep-2019,0,XX,468,477.50,462.30,467.05,467.05,4125,19359.33,8195000,2570000,28-Aug-2019
FUTSTK,CIPLA,31-Oct-2019,0,XX,475.40,475.95,469.50,469.50,469.35,14,66.42,25000,2000,28-Aug-2019
FUTSTK,COALINDIA,29-Aug-2019,0,XX,188.05,192.70,184,184.70,184.70,11979,49703.74,14854400,-6714400,28-Aug-2019
FUTSTK,COALINDIA,26-Sep-2019,0,XX,190.85,193.50,185.10,185.75,185.75,8311,34699.41,34476200,10051800,28-Aug-2019
FUTSTK,COALINDIA,31-Oct-2019,0,XX,188.70,194,186.10,187.30,187.30,48,201.86,204600,52800,28-Aug-2019
FUTSTK,COLPAL,29-Aug-2019,0,XX,1205.55,1222.75,1199.50,1215.80,1215.80,1191,10099.44,406700,-370300,28-Aug-2019
FUTSTK,COLPAL,26-Sep-2019,0,XX,1209.90,1223.60,1205.45,1218.30,1218.30,962,8183.35,1326500,289800,28-Aug-2019
FUTSTK,COLPAL,31-Oct-2019,0,XX,0,0,0,1195.20,1226.30,0,0,1400,0,28-Aug-2019
FUTSTK,CONCOR,29-Aug-2019,0,XX,495,498.30,483.50,486.80,486.80,831,6369.20,653334,-903414,28-Aug-2019
FUTSTK,CONCOR,26-Sep-2019,0,XX,497,500,485.65,488.95,488.95,841,6472.92,2378886,931548,28-Aug-2019
FUTSTK,CONCOR,31-Oct-2019,0,XX,0,0,0,486.60,490.50,0,0,1563,0,28-Aug-2019
FUTSTK,CUMMINSIND,29-Aug-2019,0,XX,567.55,579.40,556.05,570.25,570.25,2141,8564.24,739200,-630000,28-Aug-2019
FUTSTK,CUMMINSIND,26-Sep-2019,0,XX,561.05,574.90,555.30,566.20,566.20,2100,8339.98,1571500,311500,28-Aug-2019
FUTSTK,CUMMINSIND,31-Oct-2019,0,XX,565.10,565.10,565.10,565.10,575.85,4,15.82,12600,2800,28-Aug-2019
FUTSTK,DABUR,29-Aug-2019,0,XX,440.25,441.30,433.60,435.05,435.05,3144,17143.50,2148750,-2523750,28-Aug-2019
FUTSTK,DABUR,26-Sep-2019,0,XX,441.50,442.60,435.25,436.65,436.65,2765,15129,9583750,2388750,28-Aug-2019
FUTSTK,DABUR,31-Oct-2019,0,XX,438.35,438.40,438.35,438.40,438.40,2,10.95,17500,2500,28-Aug-2019
FUTSTK,DHFL,29-Aug-2019,0,XX,47.65,49.15,45.95,48.50,48.50,2793,5290.29,3748000,-3544000,28-Aug-2019
FUTSTK,DHFL,26-Sep-2019,0,XX,43.40,46.30,42.50,45.60,45.60,1880,3334.65,10808000,2516000,28-Aug-2019
FUTSTK,DISHTV,29-Aug-2019,0,XX,24.05,24.80,22.80,23.05,23.05,4053,13552.02,29946000,-23128000,28-Aug-2019
FUTSTK,DISHTV,26-Sep-2019,0,XX,24.30,24.95,22.90,23.15,23.15,4287,14392.83,77784000,22120000,28-Aug-2019
FUTSTK,DISHTV,31-Oct-2019,0,XX,24.90,24.90,23.50,23.50,23.25,7,23.43,112000,84000,28-Aug-2019
FUTSTK,DIVISLAB,29-Aug-2019,0,XX,1599.95,1613.80,1571.70,1578.25,1578.25,3285,20856.31,392000,-886000,28-Aug-2019
FUTSTK,DIVISLAB,26-Sep-2019,0,XX,1600.10,1620.25,1576.60,1583.80,1583.80,3106,19796.68,2263600,848000,28-Aug-2019
FUTSTK,DIVISLAB,31-Oct-2019,0,XX,1611.70,1611.70,1587,1591.50,1591.50,8,50.98,6000,400,28-Aug-2019
FUTSTK,DLF,29-Aug-2019,0,XX,160.25,165.40,158.85,163.65,163.65,11150,50820.30,8537200,-9937200,28-Aug-2019
FUTSTK,DLF,26-Sep-2019,0,XX,160.40,165.95,159.45,164.10,164.10,7748,35450.96,28831600,7296800,28-Aug-2019
FUTSTK,DLF,31-Oct-2019,0,XX,160.60,166.40,160.60,164.80,164.80,61,280.14,218400,56000,28-Aug-2019
FUTSTK,DRREDDY,29-Aug-2019,0,XX,2539.35,2563.70,2506,2514.85,2514.85,4701,29645.02,786750,-641750,28-Aug-2019
FUTSTK,DRREDDY,26-Sep-2019,0,XX,2556,2572.95,2516,2524.35,2524.35,4231,26783.18,2437250,633750,28-Aug-2019
FUTSTK,DRREDDY,31-Oct-2019,0,XX,2564.75,2569,2549.15,2549.30,2539.55,8,51.22,2750,500,28-Aug-2019
FUTSTK,EICHERMOT,29-Aug-2019,0,XX,16001.80,16343.95,15878.55,16308.10,16308.10,10085,40840.79,127000,-96500,28-Aug-2019
FUTSTK,EICHERMOT,26-Sep-2019,0,XX,15961.05,16411,15940.65,16374.05,16374.05,9638,39182.05,368850,92075,28-Aug-2019
FUTSTK,EICHERMOT,31-Oct-2019,0,XX,16076.25,16375.75,16076.25,16305,16475.55,7,28.47,5800,-25,28-Aug-2019
FUTSTK,ENGINERSIN,29-Aug-2019,0,XX,105.60,107.90,103.45,104.25,104.25,1066,5199.20,2143600,-1076400,28-Aug-2019
FUTSTK,ENGINERSIN,26-Sep-2019,0,XX,105.50,107.70,103.30,104.10,104.10,762,3704.71,5152000,878600,28-Aug-2019
FUTSTK,EQUITAS,29-Aug-2019,0,XX,109.75,110.20,100.85,104.70,104.70,2081,8834.73,4120000,-3360000,28-Aug-2019
FUTSTK,EQUITAS,26-Sep-2019,0,XX,110.25,110.50,101.35,105.10,105.10,1774,7568.30,8692000,3348000,28-Aug-2019
FUTSTK,EQUITAS,31-Oct-2019,0,XX,110,110,105.45,105.45,105.45,4,17.29,64000,8000,28-Aug-2019
FUTSTK,ESCORTS,29-Aug-2019,0,XX,495,499.50,485.10,491.25,491.25,3683,19956.25,1331000,-909700,28-Aug-2019
FUTSTK,ESCORTS,26-Sep-2019,0,XX,496.10,501.85,486.65,492.95,492.95,3050,16576.71,3330800,456500,28-Aug-2019
FUTSTK,ESCORTS,31-Oct-2019,0,XX,501,501,490,494.60,494.60,15,81.33,27500,1100,28-Aug-2019
FUTSTK,EXIDEIND,29-Aug-2019,0,XX,180.80,183.10,177.85,178.45,178.45,1183,5119,2836800,-1579200,28-Aug-2019
FUTSTK,EXIDEIND,26-Sep-2019,0,XX,182.95,184,178.55,179.30,179.30,1126,4895.05,5707200,1368000,28-Aug-2019
FUTSTK,EXIDEIND,31-Oct-2019,0,XX,183.85,183.85,180,180.60,180.60,12,52.54,69600,21600,28-Aug-2019
FUTSTK,FEDERALBNK,29-Aug-2019,0,XX,84.15,85.25,81.40,81.85,81.85,3459,20009.52,16632000,-8876000,28-Aug-2019
FUTSTK,FEDERALBNK,26-Sep-2019,0,XX,84.65,85.60,81.80,82.20,82.20,3304,19196.64,38437000,11389000,28-Aug-2019
FUTSTK,FEDERALBNK,31-Oct-2019,0,XX,84.85,85.95,82.30,82.55,82.55,54,314.51,707000,238000,28-Aug-2019
FUTSTK,GAIL,29-Aug-2019,0,XX,130.70,133.10,127.50,128.15,128.15,4152,28770.46,12540234,-8934450,28-Aug-2019
FUTSTK,GAIL,26-Sep-2019,0,XX,131.15,133.65,128.05,128.65,128.65,3327,23099.88,31054548,7856982,28-Aug-2019
FUTSTK,GAIL,31-Oct-2019,0,XX,134,134.20,128.55,128.55,129.45,27,188.58,250698,42672,28-Aug-2019
FUTSTK,GLENMARK,29-Aug-2019,0,XX,375.05,381.45,371.90,377.60,377.60,2708,10223.15,1193000,-1459000,28-Aug-2019
FUTSTK,GLENMARK,26-Sep-2019,0,XX,375.50,380.95,371.45,377.10,377.10,2368,8926.73,3629000,1258000,28-Aug-2019
FUTSTK,GLENMARK,31-Oct-2019,0,XX,375,379.40,372.75,378.40,382.55,8,30.15,40000,4000,28-Aug-2019
FUTSTK,GMRINFRA,29-Aug-2019,0,XX,15.40,15.55,15.15,15.30,15.30,1392,9603.38,58950000,-27315000,28-Aug-2019
FUTSTK,GMRINFRA,26-Sep-2019,0,XX,15.50,15.60,15.25,15.35,15.35,1369,9496.39,96975000,21015000,28-Aug-2019
FUTSTK,GMRINFRA,31-Oct-2019,0,XX,15.35,15.55,15.35,15.50,15.45,4,27.85,2385000,180000,28-Aug-2019
FUTSTK,GODREJCP,29-Aug-2019,0,XX,600,605.55,588.20,598.50,598.50,3158,15025.66,1068000,-1591200,28-Aug-2019
FUTSTK,GODREJCP,26-Sep-2019,0,XX,604.05,607.95,590.35,600.75,600.75,3247,15513.93,4988000,1622400,28-Aug-2019
FUTSTK,GODREJCP,31-Oct-2019,0,XX,607.40,608,595.50,597,606.80,5,24.03,21600,1600,28-Aug-2019
FUTSTK,GRASIM,29-Aug-2019,0,XX,724.70,732.10,709.10,714.05,714.05,5033,27145.31,1546500,-2117250,28-Aug-2019
FUTSTK,GRASIM,26-Sep-2019,0,XX,727.55,735,711.25,716.75,716.75,5515,29849.73,14729250,1995750,28-Aug-2019
FUTSTK,GRASIM,31-Oct-2019,0,XX,725,725.70,715.75,715.80,721.30,19,102.97,22500,-2250,28-Aug-2019
FUTSTK,HAVELLS,29-Aug-2019,0,XX,660.40,669.90,660.10,666.85,666.85,3582,23844.08,1380000,-1716000,28-Aug-2019
FUTSTK,HAVELLS,26-Sep-2019,0,XX,658.90,665.60,658,664.35,664.35,3244,21504.85,56,1682000,28-Aug-2019
FUTSTK,HAVELLS,31-Oct-2019,0,XX,664.20,664.90,661,661,673.50,10,66.30,32000,4000,28-Aug-2019
FUTSTK,HCLTECH,29-Aug-2019,0,XX,1093,1123,1090.30,1120.10,1120.10,6512,50639.13,3320100,-1137500,28-Aug-2019
FUTSTK,HCLTECH,26-Sep-2019,0,XX,1097,1129.45,1095.75,1125.90,1125.90,4592,35897.47,6748000,1629600,28-Aug-2019
FUTSTK,HCLTECH,31-Oct-2019,0,XX,1114.40,1129.15,1114.40,1128.35,1128.35,8,62.99,3500,3500,28-Aug-2019
FUTSTK,HDFC,29-Aug-2019,0,XX,2175,2189.20,2155.90,2184.05,2184.05,16787,182408.07,4724000,-4410500,28-Aug-2019
FUTSTK,HDFCBANK,29-Aug-2019,0,XX,2254.65,2255,2226.30,2249.50,2249.50,29156,163251.55,73,-3587250,28-Aug-2019
FUTSTK,HDFCBANK,26-Sep-2019,0,XX,2265,2265,2234.10,2257.30,2257.30,26821,150713.63,11566000,3705500,28-Aug-2019
FUTSTK,HDFCBANK,31-Oct-2019,0,XX,2266.05,2270.45,2244,2268.25,2268.25,82,461.93,53500,13500,28-Aug-2019
FUTSTK,HDFC,26-Sep-2019,0,XX,2180,2198.50,2165.75,2192.80,2192.80,14030,153061.03,26554000,4606500,28-Aug-2019
FUTSTK,HDFC,31-Oct-2019,0,XX,2196,2205.80,2182.40,2203.35,2203.35,55,603.10,67000,14000,28-Aug-2019
